"중소단체
계약번호",변경회차,단체계약명,지원구분,보험계약자,등록건수,대상건수,제외건수,신청일,확정일,보험계약기간,진행상태,기업규모,"일괄가입
방식여부",부서,담당자,대표지원기관,"지원
진행상태"
1122110014,2,"[특약추가] 경기도청 단체보험 (경기중기청 추천기업, 22년12월 보험개시)",구 단체보험 특약,경기도청,1,1,0,2022.12.02,2022.12.02,2022.12.01 ~ 2023.11.30,확정완료,중소기업(구 단체특약),N,경기남부지사,정민규,경기도청,지원완료
1122110014,1,"[특약추가] 경기도청 단체보험 (경기중기청 추천기업, 22년12월 보험개시)",구 단체보험 특약,경기도청,2,2,0,2022.11.29,2022.11.29,2022.12.01 ~ 2023.11.30,확정완료,중소기업(구 단체특약),N,경기남부지사,정민규,경기도청,지원완료
1122110014,0,"경기도청 단체보험 (경기중기청 추천기업, 22년12월 보험개시)",구 단체보험 특약,경기도청,73,73,0,2022.11.24,2022.11.24,2022.12.01 ~ 2023.11.30,확정완료,중소기업(구 단체특약),N,경기남부지사,정민규,경기도청,지원완료
1122110013,0,경기도청 단체보험 22년12월 보험개시건(신규 및 갱신),구 단체보험 특약,경기도청,144,144,0,2022.11.24,2022.11.24,2022.12.01 ~ 2023.11.30,확정완료,중소기업(구 단체특약),N,경기남부지사,정민규,경기도청,지원완료
1122110012,0,2022.11월 광주광역시 단체보험,구 단체보험 특약,광주광역시청,36,36,0,2022.11.24,2022.11.24,2022.11.27 ~ 2023.11.26,확정완료,중소기업(구 단체특약),N,광주전남지사,김창준,광주광역시청,지원완료
1122110011,0,2022년 aT 11월(1차) 단체보험,구 단체보험 특약,한국농수산식품유통공사,2,2,0,2022.11.23,2022.11.23,2022.12.05 ~ 2023.12.04,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,aT(한국농수산식품유통공사),지원완료
1122110010,0,2022 인천광역시 단체보험(11차)_12월,구 단체보험 특약,인천광역시청,33,33,0,2022.11.23,2022.11.23,2022.12.01 ~ 2023.11.30,확정완료,중소기업(구 단체특약),N,인천지사,박유진,인천광역시청,지원완료
1122110009,6,[특약추가]23.9 대전시 단체 추가,구 단체보험 특약,대전광역시청,1,1,0,2023.09.26,2023.09.26,2023.09.27 ~ 2023.12.01,확정완료,중소기업(구 단체특약),N,대전세종충남지사,이승현,대전광역시청,지원완료
1122110009,5,[특약추가]23.8 대전시 단체 추가,구 단체보험 특약,대전광역시청,2,2,0,2023.08.30,2023.08.30,2023.08.30 ~ 2023.12.01,확정완료,중소기업(구 단체특약),N,대전세종충남지사,이승현,대전광역시청,지원완료
1122110009,4,[특약추가]23.7 대전시 단체 추가,구 단체보험 특약,대전광역시청,3,3,0,2023.07.28,2023.07.28,2023.07.28 ~ 2023.12.01,확정완료,중소기업(구 단체특약),N,대전세종충남지사,이승현,대전광역시청,지원완료
1122110009,3,[특약추가]23.6 대전시 단체 추가,구 단체보험 특약,대전광역시청,1,1,0,2023.06.26,2023.06.26,2023.06.26 ~ 2023.12.01,확정완료,중소기업(구 단체특약),N,대전세종충남지사,이준갑,대전광역시청,지원완료
1122110009,2,[특약추가]23.5 대전시 단체 추가,구 단체보험 특약,대전광역시청,4,4,0,2023.05.25,2023.05.25,2023.05.25 ~ 2023.12.01,확정완료,중소기업(구 단체특약),N,대전세종충남지사,이준갑,대전광역시청,지원완료
1122110009,1,[특약추가]23.4 대전시 단체 추가,구 단체보험 특약,대전광역시청,1,1,0,2023.04.26,2023.04.26,2023.04.26 ~ 2023.12.01,확정완료,중소기업(구 단체특약),N,대전세종충남지사,이준갑,대전광역시청,지원완료
1122110009,0,2022년 대전시청 단체보험 갱신,구 단체보험 특약,대전광역시청,184,184,0,2022.11.15,2022.11.15,2022.12.02 ~ 2023.12.01,확정완료,중소기업(구 단체특약),N,대전세종충남지사,이준갑,대전광역시청,지원완료
1122110008,0,2022년 오산시청 수출안전망보험 (일괄가입),구 수출안전망보험 특약,오산시청,112,112,0,2022.11.11,2022.11.11,2022.11.01 ~ 2023.10.31,확정완료,중소기업(구 단체특약),Y,경기남부지사,엄수현,오산시청,지원완료
1122110007,0,2022년 오산시청 단체보험 (일괄가입),구 단체보험 특약,오산시청,54,53,1,2022.11.11,2022.11.11,2022.11.01 ~ 2023.10.31,확정완료,중소기업(구 단체특약),Y,경기남부지사,엄수현,오산시청,지원완료
1122110006,0,2022년 무역협회 17차 수출안전망,구 수출안전망보험 특약,(사)한국무역협회,3,3,0,2022.11.10,2022.11.10,2022.11.16 ~ 2023.11.15,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,한국무역협회,지원완료
1122110005,0,2022년 무역협회 17차 단체보험,구 단체보험 특약,(사)한국무역협회,8,8,0,2022.11.10,2022.11.10,2022.11.16 ~ 2023.11.15,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,한국무역협회,지원완료
1122110004,0,2022년도 진주시청 중소중견Plus+ 단체보험,구 단체보험 특약,진주시청,20,20,0,2022.11.10,2022.11.10,2022.11.13 ~ 2023.11.12,확정완료,중소기업(구 단체특약),N,경남지사,김태영,진주시청,지원완료
1122110003,0,2022 부천시 단체보험(1차),구 단체보험 특약,부천시청,3,3,0,2022.11.09,2022.11.09,2022.11.14 ~ 2023.11.13,확정완료,중소기업(구 단체특약),N,인천지사,박유진,부천시청,지원완료
1122110002,0,2022년 중소기업중앙회 아세안(베트남)사무소 2차 수출안전망,구 수출안전망보험 특약,중소기업중앙회,13,13,0,2022.11.04,2022.11.04,2022.11.04 ~ 2023.11.03,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,중소기업중앙회,지원완료
1122110001,0,2022 성남시 단체보험 (11월),구 단체보험 특약,성남시청,2,2,0,2022.11.01,2022.11.01,2022.11.01 ~ 2023.10.31,확정완료,중소기업(구 단체특약),N,경기남부지사,최정은,성남시청,지원완료
1122100021,0,2022년 하반기 중소벤처기업진흥공단 경남지역본부 단체보험,구 단체보험 특약,중소벤처기업진흥공단 경남지역본부,66,66,0,2022.10.31,2022.10.31,2022.10.31 ~ 2023.10.30,확정완료,중소기업(구 단체특약),N,경남지사,김태영,경남도청,지원완료
1122100020,0,2022 서울시 단체보험 11월 신규,구 단체보험 특약,서울시청,7,7,0,2022.10.28,2022.10.28,2022.11.01 ~ 2023.10.31,확정완료,중소기업(구 단체특약),N,중앙지사,석아름,서울특별시청,지원완료
1122100019,0,안양시 단체보험 갱신(2022년 11월),구 단체보험 특약,안양산업진흥원,2,2,0,2022.10.28,2022.10.28,2022.11.01 ~ 2023.10.31,확정완료,중소기업(구 단체특약),N,경기남부지사,고명화,안양시청,지원완료
1122100018,0,특약추가-22년 충청북도 일반 단체보험 피보험자 추가,구 단체보험 특약,충청북도청,1,1,0,2022.10.27,2022.10.27,2022.10.27 ~ 2023.06.30,확정완료,중소기업(구 단체특약),N,충북지사,박철은,충북도청,지원완료
1122100017,0,2022 서울시 단체보험 11월 갱신,구 단체보험 특약,서울시청,36,34,2,2022.10.27,2022.10.27,2022.11.01 ~ 2023.10.31,확정완료,중소기업(구 단체특약),N,중앙지사,석아름,서울특별시청,지원완료
1122100016,0,2022년 10월 파주시청 단체보험,구 단체보험 특약,파주시청,2,2,0,2022.10.26,2022.10.26,2022.10.01 ~ 2023.09.30,확정완료,중소기업(구 단체특약),N,경기북부지사,이길수,파주시청,지원완료
1122100015,0,2022년 10월 김포시청 단체보험,구 단체보험 특약,김포시청,2,2,0,2022.10.26,2022.10.26,2022.10.01 ~ 2023.09.30,확정완료,중소기업(구 단체특약),N,경기북부지사,이길수,김포시청,지원완료
1122100014,2,"[특약추가] 경기도청 단체보험 (경기중기청 추천기업, 22년11월 보험개시)",구 단체보험 특약,경기도청,2,2,0,2022.11.03,2022.11.03,2022.11.01 ~ 2023.10.31,확정완료,중소기업(구 단체특약),N,경기남부지사,정민규,경기도청,지원완료
1122100014,1,"[특약추가][특약추가] 경기도청 단체보험 (경기중기청 추천기업, 22년11월 보험개시)",구 단체보험 특약,경기도청,4,4,0,2022.11.01,2022.11.01,2022.11.01 ~ 2023.10.31,확정완료,중소기업(구 단체특약),N,경기남부지사,정민규,경기도청,지원완료
1122100014,0,"경기도청 단체보험 (경기중기청 추천기업, 22년11월 보험개시)",구 단체보험 특약,경기도청,107,102,5,2022.10.26,2022.10.26,2022.11.01 ~ 2023.10.31,확정완료,중소기업(구 단체특약),N,경기남부지사,정민규,경기도청,지원완료
1122100013,0,2022년 11월 용인시청 단체보험,구 단체보험 특약,용인시청,7,6,1,2022.10.26,2022.10.26,2022.11.01 ~ 2023.10.31,확정완료,중소기업(구 단체특약),N,경기남부지사,오수빈,광주광역시청,지원완료
1122100012,0,2022 인천광역시 단체보험(10차)_11월21일,구 단체보험 특약,인천광역시청,15,15,0,2022.10.26,2022.10.26,2022.11.21 ~ 2023.11.20,확정완료,중소기업(구 단체특약),N,인천지사,박유진,인천광역시청,지원완료
1122100011,0,2022 인천광역시 단체보험(10차)_11월,구 단체보험 특약,인천광역시청,23,23,0,2022.10.26,2022.10.26,2022.11.01 ~ 2023.10.31,확정완료,중소기업(구 단체특약),N,인천지사,박유진,인천광역시청,지원완료
1122100010,0,2022년 무역협회 16차 수출안전망,구 수출안전망보험 특약,(사)한국무역협회,8,5,3,2022.10.26,2022.10.26,2022.11.01 ~ 2023.10.31,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,한국무역협회,지원완료
1122100009,0,2022년 무역협회 16차 단체보험,구 단체보험 특약,(사)한국무역협회,17,14,3,2022.10.26,2022.10.26,2022.11.01 ~ 2023.10.31,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,한국무역협회,지원완료
1122100008,0,2022년 산업단지공단 단체보험,구 단체보험 특약,한국산업단지공단,19,10,9,2022.10.26,2022.10.26,2022.11.01 ~ 2023.10.31,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,한국산업단지공단,지원완료
1122100007,0,22.11월 경기도청 단체보험 인수(22.11.1~23.10.31),구 단체보험 특약,경기도청,239,236,3,2022.10.25,2022.10.25,2022.11.01 ~ 2023.10.31,확정완료,중소기업(구 단체특약),N,경기남부지사,정민규,경기도청,지원완료
1122100006,0,2022년 aT 10월(1차) 단체보험,구 단체보험 특약,한국농수산식품유통공사,1,1,0,2022.10.25,2022.10.25,2022.11.05 ~ 2023.11.04,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,aT(한국농수산식품유통공사),지원완료
1122100005,0,2022년 울주군청 단체보험 특약 갱신,구 단체보험 특약,울주군청,19,19,0,2022.10.17,2022.10.17,2022.10.13 ~ 2023.10.12,확정완료,중소기업(구 단체특약),N,울산지사,김경준1,울주군청,지원완료
1122100004,0,2022년 aT 9월(2차) 단체보험,구 단체보험 특약,한국농수산식품유통공사,2,2,0,2022.10.17,2022.10.17,2022.10.20 ~ 2023.10.19,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,aT(한국농수산식품유통공사),지원완료
1122100003,0,2022년 TIPA 수출지원프로그램 단체보험(2차),구 단체보험 특약,중소기업기술정보진흥원,21,16,5,2022.10.14,2022.10.07,2022.10.07 ~ 2023.10.06,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,TIPA(중소기업기술정보진흥원),지원완료
1122100002,0,2022년 무역협회 15차 수출안전망,구 수출안전망보험 특약,(사)한국무역협회,4,3,1,2022.10.13,2022.10.13,2022.10.20 ~ 2023.10.19,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,한국무역협회,지원완료
1122100001,0,2022년 무역협회 15차 단체보험,구 단체보험 특약,(사)한국무역협회,17,13,4,2022.10.13,2022.10.13,2022.10.20 ~ 2023.10.19,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,한국무역협회,지원완료
1122090025,0,2022년 10월 용인시청 단체보험 ,구 단체보험 특약,용인시청,5,5,0,2022.09.30,2022.09.30,2022.10.01 ~ 2023.09.30,확정완료,중소기업(구 단체특약),N,경기남부지사,오수빈,용인시청,지원완료
1122090024,0,2022년 10월 용인시청 단체보험 (2차),구 단체보험 특약,용인시청,1,1,0,2022.09.30,2022.09.30,2022.10.08 ~ 2023.10.07,확정완료,중소기업(구 단체특약),N,경기남부지사,오수빈,용인시청,지원완료
1122090023,0,2022년 9월 김포시청 단체보험,구 단체보험 특약,김포시청,3,3,0,2022.09.30,2022.09.30,2022.09.01 ~ 2023.08.31,확정완료,중소기업(구 단체특약),N,경기북부지사,이길수,김포시청,지원완료
1122090022,0,2022 서울시 단체보험 10월 신규,구 단체보험 특약,서울시청,6,6,0,2022.09.30,2022.09.30,2022.10.01 ~ 2023.09.30,확정완료,중소기업(구 단체특약),N,중앙지사,석아름,서울특별시청,지원완료
1122090021,0,2022 서울시 단체보험 10월 갱신,구 단체보험 특약,서울시청,31,31,0,2022.09.30,2022.09.30,2022.10.01 ~ 2023.09.30,확정완료,중소기업(구 단체특약),N,중앙지사,석아름,서울특별시청,지원완료
1122090020,0,2022 성남시 단체보험 (10월),구 단체보험 특약,성남시청,2,2,0,2022.09.29,2022.09.29,2022.10.01 ~ 2023.09.30,확정완료,중소기업(구 단체특약),N,경기남부지사,최정은,성남시청,지원완료
1122090019,0,2022년 안양시 단체보험(10월 신규 및 갱신),구 단체보험 특약,안양산업진흥원,17,17,0,2022.09.29,2022.09.29,2022.10.01 ~ 2023.09.30,확정완료,중소기업(구 단체특약),N,경기남부지사,고명화,안양시청,지원완료
1122090018,0,2022년 aT 9월(1차) 단체보험,구 단체보험 특약,한국농수산식품유통공사,1,1,0,2022.09.29,2022.09.29,2022.10.05 ~ 2023.10.04,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,aT(한국농수산식품유통공사),지원완료
1122090017,0,"경기도청 단체보험 (경기중기청 추천기업, 22년10월 보험개시)",구 단체보험 특약,경기도청,57,50,7,2022.09.29,2022.09.29,2022.10.01 ~ 2023.09.30,확정완료,중소기업(구 단체특약),N,경기남부지사,정민규,경기도청,지원완료
1122090016,1,[특약추가][특약추가]22.10월 경기도청 단체보험 인수,구 단체보험 특약,경기도청,2,2,0,2022.10.25,2022.10.25,2022.10.01 ~ 2023.09.30,확정완료,중소기업(구 단체특약),N,경기남부지사,정민규,경기도청,지원완료
1122090016,0,경기도청 단체보험 22년10월 보험개시건(신규 및 갱신),구 단체보험 특약,경기도청,248,244,4,2022.09.28,2022.09.28,2022.10.01 ~ 2023.09.30,확정완료,중소기업(구 단체특약),N,경기남부지사,정민규,경기도청,지원완료
1122090015,0,2022년 무역협회 14차 수출안전망,구 수출안전망보험 특약,(사)한국무역협회,4,3,1,2022.09.28,2022.09.28,2022.10.01 ~ 2023.09.30,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,한국무역협회,지원완료
1122090014,0,2022년 무역협회 14차 단체보험,구 단체보험 특약,(사)한국무역협회,17,14,3,2022.09.28,2022.09.28,2022.10.01 ~ 2023.09.30,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,한국무역협회,지원완료
1122090013,1,[특약추가] 2022년 10월 시흥산업진흥원 단체보험(중소) (23년 6월 보험개시),구 단체보험 특약,재단법인 시흥산업진흥원,1,1,0,2023.05.31,2023.05.31,2023.06.01 ~ 2023.09.30,확정완료,중소기업(구 단체특약),N,경기서부지사,김도현,시흥산업진흥원,지원완료
1122090013,0,2022년 10월 시흥산업진흥원 단체보험(중소),구 단체보험 특약,재단법인 시흥산업진흥원,12,10,2,2022.09.27,2022.09.27,2022.10.01 ~ 2023.09.30,확정완료,중소기업(구 단체특약),N,경기서부지사,이예림,시흥산업진흥원,지원완료
1122090012,0,2022년 10월 시흥산업진흥원 단체보험(중견),구 단체보험 특약,재단법인 시흥산업진흥원,1,1,0,2022.09.27,2022.09.27,2022.10.01 ~ 2023.09.30,확정완료,중견기업(구 단체특약),N,경기서부지사,이예림,시흥산업진흥원,지원완료
1122090011,2,[특약추가]2022년 충남도청 단체보험(중견2차),구 단체보험 특약,충청남도청,1,1,0,2023.07.03,2023.07.03,2023.07.01 ~ 2023.10.07,확정완료,중견기업(구 단체특약),N,대전세종충남지사,전민준,충남도청,지원완료
1122090011,1,[특약추가]2022년 충남도청 단체보험(중견1차),구 단체보험 특약,충청남도청,1,1,0,2022.11.28,2022.11.28,2022.11.28 ~ 2023.10.07,확정완료,중견기업(구 단체특약),N,대전세종충남지사,전민준,충남도청,지원완료
1122090011,0,2022년 충남도청 단체보험 갱신(중견),구 단체보험 특약,충청남도청,1,1,0,2022.09.29,2022.09.20,2022.10.08 ~ 2023.10.07,확정완료,중견기업(구 단체특약),N,대전세종충남지사,전민준,충남도청,지원완료
1122090010,8,[특약추가]2022년 충남도청 단체보험(중소8차),구 단체보험 특약,충청남도청,4,4,0,2023.08.29,2023.08.29,2023.09.01 ~ 2023.10.07,확정완료,중소기업(구 단체특약),N,대전세종충남지사,전민준,충남도청,지원완료
1122090010,7,[특약추가]2022년 충남도청 단체보험(중소7차),구 단체보험 특약,충청남도청,2,2,0,2023.07.28,2023.07.28,2023.08.01 ~ 2023.10.07,확정완료,중소기업(구 단체특약),N,대전세종충남지사,전민준,충남도청,지원완료
1122090010,6,[특약추가]2022년 충남도청 단체보험(중소6차),구 단체보험 특약,충청남도청,4,4,0,2023.07.03,2023.07.03,2023.07.01 ~ 2023.10.07,확정완료,중소기업(구 단체특약),N,대전세종충남지사,전민준,충남도청,지원완료
1122090010,5,[특약추가]2022년 충남도청 단체보험(중소5차),구 단체보험 특약,충청남도청,3,3,0,2023.05.26,2023.05.26,2023.06.01 ~ 2023.10.07,확정완료,중소기업(구 단체특약),N,대전세종충남지사,전민준,충남도청,지원완료
1122090010,4,[특약추가]2022년 충남도청 단체보험(중소4차),구 단체보험 특약,충청남도청,2,2,0,2023.04.27,2023.04.27,2023.05.01 ~ 2023.10.07,확정완료,중소기업(구 단체특약),N,대전세종충남지사,전민준,충남도청,지원완료
1122090010,3,[특약추가]2022년 충남도청 단체보험(중소3차),구 단체보험 특약,충청남도청,6,6,0,2023.03.29,2023.03.29,2023.04.01 ~ 2023.10.07,확정완료,중소기업(구 단체특약),N,대전세종충남지사,전민준,충남도청,지원완료
1122090010,2,[특약추가]2022년 충남도청 단체보험(중소2차),구 단체보험 특약,충청남도청,3,3,0,2022.11.28,2022.11.28,2022.11.28 ~ 2023.10.07,확정완료,중소기업(구 단체특약),N,대전세종충남지사,전민준,충남도청,지원완료
1122090010,1,[특약추가]2022년 충남도청 단체보험(중소1차),구 단체보험 특약,충청남도청,1,1,0,2022.10.04,2022.10.04,2022.10.08 ~ 2023.10.07,확정완료,중소기업(구 단체특약),N,대전세종충남지사,전민준,충남도청,지원완료
1122090010,0,2022년 충남도청 단체보험 갱신(중소),구 단체보험 특약,충청남도청,197,186,11,2022.09.29,2022.09.20,2022.10.08 ~ 2023.10.07,확정완료,중소기업(구 단체특약),N,대전세종충남지사,전민준,충남도청,지원완료
1122090009,0,2022 인천광역시 단체보험(9차)_10월22일,구 단체보험 특약,인천광역시청,1,1,0,2022.09.27,2022.09.27,2022.10.22 ~ 2023.10.21,확정완료,중소기업(구 단체특약),N,인천지사,박유진,인천광역시청,지원완료
1122090008,0,2022 인천광역시 단체보험(9차),구 단체보험 특약,인천광역시청,25,25,0,2022.09.27,2022.09.27,2022.10.01 ~ 2023.09.30,확정완료,중소기업(구 단체특약),N,인천지사,박유진,인천광역시청,지원완료
1122090007,0,2022 9월 파주시청 단체보험,구 단체보험 특약,파주시청,4,4,0,2022.09.27,2022.09.27,2022.09.01 ~ 2023.08.31,확정완료,중소기업(구 단체특약),N,경기북부지사,이길수,파주시청,지원완료
1122090006,0,2022년 함안군청 단체보험,구 단체보험 특약,함안군청,18,18,0,2022.09.23,2022.09.23,2022.09.23 ~ 2023.09.22,확정완료,중소기업(구 단체특약),N,경남지사,김현영,함안군청,지원완료
1122090005,0,2022년 aT 8월(2차) 단체보험,구 단체보험 특약,한국농수산식품유통공사,1,1,0,2022.09.21,2022.09.20,2022.09.20 ~ 2023.09.19,확정완료,중견기업(구 단체특약),N,수출기업화팀,홍시은,aT(한국농수산식품유통공사),지원완료
1122090004,1,[특약추가]2022년 전남도청 단체보험 추가(10월),구 단체보험 특약,전라남도청,15,15,0,2022.10.27,2022.10.27,2022.10.27 ~ 2023.10.26,확정완료,중소기업(구 단체특약),N,광주전남지사,서유림,전남도청,지원완료
1122090004,0,2022년 전남도청 단체보험,구 단체보험 특약,전라남도청,100,100,0,2022.09.16,2022.09.16,2022.09.25 ~ 2023.09.24,확정완료,중소기업(구 단체특약),N,광주전남지사,서유림,전남도청,지원완료
1122090003,0,2022년 무역협회 13차 수출안전망,구 수출안전망보험 특약,(사)한국무역협회,2,2,0,2022.09.16,2022.09.16,2022.09.19 ~ 2023.09.18,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,한국무역협회,지원완료
1122090002,0,2022년 무역협회 13차 단체보험,구 단체보험 특약,(사)한국무역협회,25,19,6,2022.09.16,2022.09.16,2022.09.19 ~ 2023.09.18,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,한국무역협회,지원완료
1122090001,0,2022년 aT 8월(1차) 단체보험,구 단체보험 특약,한국농수산식품유통공사,1,1,0,2022.09.06,2022.09.05,2022.09.05 ~ 2023.09.04,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,aT(한국농수산식품유통공사),지원완료
1122080024,0,특약 추가 - 2022년 충청북도 일반 단체보험 특약 추가,구 단체보험 특약,충청북도청,2,2,0,2022.08.31,2022.08.31,2022.08.31 ~ 2023.06.30,확정완료,중소기업(구 단체특약),N,충북지사,박철은,충북도청,지원완료
1122080023,0,2022년 9월 용인시청 단체보험,구 단체보험 특약,용인시청,1,1,0,2022.08.31,2022.08.31,2022.09.01 ~ 2023.08.31,확정완료,중소기업(구 단체특약),N,경기남부지사,오수빈,용인시청,지원완료
1122080022,0,2022 서울시 단체보험 9월 신규,구 단체보험 특약,서울시청,9,8,1,2022.08.31,2022.08.31,2022.09.01 ~ 2023.08.31,확정완료,중소기업(구 단체특약),N,중앙지사,최건수,서울특별시청,지원완료
1122080021,0,2022 성남시 단체보험 (9월),구 단체보험 특약,성남시청,4,3,1,2022.08.31,2022.08.31,2022.09.01 ~ 2023.08.31,확정완료,중소기업(구 단체특약),N,경기남부지사,최정은,성남시청,지원완료
1122080020,0,2022 서울시 단체보험 9월 갱신,구 단체보험 특약,서울시청,130,125,5,2022.08.31,2022.08.31,2022.09.01 ~ 2023.08.31,확정완료,중소기업(구 단체특약),N,중앙지사,최건수,서울특별시청,지원완료
1122080019,0,"2022 인천광역시 단체보험(8차, 9월)",구 단체보험 특약,인천광역시청,35,35,0,2022.08.29,2022.08.29,2022.09.01 ~ 2023.08.31,확정완료,중소기업(구 단체특약),N,인천지사,박유진,인천광역시청,지원완료
1122080018,0,[특약추가]2021 충남도청 단체보험 특약추가(중소6차),구 단체보험 특약,충청남도청,5,5,0,2022.08.29,2022.08.29,2022.08.29 ~ 2022.10.07,확정완료,중소기업(구 단체특약),N,대전세종충남지사,전민준,충남도청,지원완료
1122080017,0,경기도청 단체보험 22년9월 보험개시건(신규 및 갱신),구 단체보험 특약,경기도청,232,230,2,2022.08.29,2022.08.29,2022.09.01 ~ 2023.08.31,확정완료,중소기업(구 단체특약),N,경기남부지사,정민규,경기도청,지원완료
1122080016,0,"화성시 단체보험('22.9월, 반월시화지사)",구 단체보험 특약,화성시청,1,1,0,2022.08.26,2022.08.26,2022.09.01 ~ 2023.08.31,확정완료,중소기업(구 단체특약),N,경기서부지사,최지혜,화성시청,지원완료
1122080015,2,[특약추가] 2022년 9월 안산시 단체보험 계약 (23년 6월 보험개시),구 단체보험 특약,안산시청,1,1,0,2023.05.31,2023.05.31,2023.06.01 ~ 2023.08.31,확정완료,중소기업(구 단체특약),N,경기서부지사,김도현,안산시청,지원완료
1122080015,1,[특약추가] 2022년 9월 안산시 단체보험 계약 (23년 4월 보험개시),구 단체보험 특약,안산시청,1,1,0,2023.03.23,2023.03.23,2023.04.01 ~ 2023.08.31,확정완료,중소기업(구 단체특약),N,경기서부지사,김도현,안산시청,지원완료
1122080015,0,2022년 9월 안산시 단체보험 계약,구 단체보험 특약,안산시청,13,11,2,2022.08.26,2022.08.26,2022.09.01 ~ 2023.08.31,확정완료,중소기업(구 단체특약),N,경기서부지사,최지혜,안산시청,지원완료
1122080014,0,화성시 2022년 9월 단체보험 신규,구 단체보험 특약,화성시청,4,4,0,2022.08.26,2022.08.26,2022.09.01 ~ 2023.08.31,확정완료,중소기업(구 단체특약),N,경기남부지사,정민규,화성시청,지원완료
1122080013,0,2022년 전남테크노파크 단체보험,구 단체보험 특약,전남테크노파크,32,29,3,2022.08.26,2022.08.26,2022.08.29 ~ 2023.08.28,확정완료,중소기업(구 단체특약),N,광주전남지사,서유림,전남도청,지원완료
1122080012,0,2022년 무역협회 12차 수출안전망,구 수출안전망보험 특약,(사)한국무역협회,1,1,0,2022.08.23,2022.08.23,2022.09.01 ~ 2023.08.31,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,한국무역협회,지원완료
1122080011,0,2022년 무역협회 12차 단체보험(중견),구 단체보험 특약,(사)한국무역협회,2,1,1,2022.08.23,2022.08.23,2022.09.01 ~ 2023.08.31,확정완료,중견기업(구 단체특약),N,수출기업화팀,홍시은,한국무역협회,지원완료
1122080010,0,2022년 무역협회 12차 단체보험,구 단체보험 특약,(사)한국무역협회,21,20,1,2022.08.23,2022.08.23,2022.09.01 ~ 2023.08.31,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,한국무역협회,지원완료
1122080009,0,2022년 aT 7월(2차) 단체보험,구 단체보험 특약,한국농수산식품유통공사,1,1,0,2022.08.23,2022.08.20,2022.08.20 ~ 2023.08.19,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,aT(한국농수산식품유통공사),지원완료
1122080008,0,2022년도 안양시 단체보험(9월 신규 및 갱신),구 단체보험 특약,안양산업진흥원,7,7,0,2022.08.22,2022.08.22,2022.09.01 ~ 2023.08.31,확정완료,중소기업(구 단체특약),N,경기남부지사,고명화,안양시청,지원완료
1122080007,0,2022년 8월 용인시청 단체보험,구 단체보험 특약,용인시청,4,4,0,2022.08.19,2022.08.19,2022.08.01 ~ 2023.07.31,확정완료,중소기업(구 단체특약),N,경기남부지사,오수빈,용인시청,지원완료
1122080006,0,2022년 무역협회 11차 수출안전망,구 수출안전망보험 특약,(사)한국무역협회,5,3,2,2022.08.16,2022.08.16,2022.08.16 ~ 2023.08.15,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,한국무역협회,지원완료
1122080005,0,2022년 무역협회 11차 단체보험(중견),구 단체보험 특약,(사)한국무역협회,1,1,0,2022.08.16,2022.08.16,2022.08.16 ~ 2023.08.15,확정완료,중견기업(구 단체특약),N,수출기업화팀,홍시은,한국무역협회,지원완료
1122080004,0,2022년 무역협회 11차 단체보험,구 단체보험 특약,(사)한국무역협회,32,28,4,2022.08.16,2022.08.16,2022.08.16 ~ 2023.08.15,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,한국무역협회,지원완료
1122080003,0,2022년 창업진흥원 2차 수출안전망,구 수출안전망보험 특약,창업진흥원,18,16,2,2022.08.09,2022.08.02,2022.08.02 ~ 2023.08.01,확정완료,중소기업(구 단체특약),N,수출기업화팀,홍시은,창업진흥원,지원완료
1122080002,0,2022 서울시 단체보험 8월 신규,구 단체보험 특약,서울시청,10,10,0,2022.08.01,2022.08.01,2022.08.01 ~ 2023.07.31,확정완료,중소기업(구 단체특약),N,중앙지사,최건수,서울특별시청,지원완료
